Epoch,beta_max/4,beta_max,4beta_max
652,-11.421628,-11.340886,-11.526373
653,-11.420517,-11.338924,-11.525265
654,-11.419322,-11.337470,-11.522819
655,-11.417264,-11.337672,-11.520872
656,-11.415210,-11.337798,-11.518953
657,-11.413600,-11.334921,-11.516740
658,-11.413499,-11.331642,-11.514421
659,-11.413509,-11.331938,-11.512405
660,-11.410263,-11.331722,-11.511743
661,-11.408587,-11.330678,-11.510268
662,-11.406227,-11.329665,-11.506366
663,-11.404760,-11.327706,-11.503799
664,-11.404544,-11.327295,-11.500789
665,-11.404857,-11.327081,-11.498617
666,-11.405220,-11.324467,-11.497797
667,-11.405083,-11.322788,-11.497795
668,-11.404014,-11.319372,-11.498118
669,-11.400163,-11.317602,-11.495816
670,-11.399086,-11.316891,-11.492660
671,-11.397553,-11.316091,-11.490919
672,-11.395203,-11.315114,-11.489238
673,-11.392664,-11.314390,-11.489346
674,-11.391708,-11.313221,-11.488983
675,-11.389853,-11.312959,-11.489563
676,-11.388877,-11.312941,-11.486683
677,-11.388781,-11.311660,-11.484750
678,-11.388987,-11.309843,-11.482482
679,-11.388668,-11.307898,-11.480339
680,-11.386037,-11.307160,-11.478355
681,-11.385914,-11.306049,-11.477598
682,-11.385216,-11.305286,-11.477424
683,-11.384312,-11.302549,-11.474208
684,-11.383604,-11.299553,-11.473252
685,-11.382575,-11.297137,-11.472656
686,-11.380680,-11.295271,-11.471729
687,-11.379456,-11.295226,-11.469771
688,-11.378393,-11.295412,-11.468432
689,-11.376044,-11.294938,-11.466737
690,-11.373595,-11.292523,-11.464685
691,-11.372261,-11.291267,-11.462482
